ID_ESTUDIOS,ESTATUS DE ESTUDIO,ANIO,ESTADOS,TITULO_ORIGINAL,TITULO_BUSQUEDA,EMPRESA,FUENTE,CONTRATO,EJEMPLARES,TOMOS,CARATULA,PDF,ESTADO_ARCHIVOS
3028,FÍSICO,2013,HIDALGO,"ESTUDIO GEOHIDROLÓGICO DEL ACUÍFERO ACTOPAN-SANTIAGO DE ANAYA, EN EL ESTADO DE HIDALGO","ESTUDIO GEOHIDROLÓGICO DEL ACUÍFERO ACTOPAN-SANTIAGO DE ANAYA, EN EL ESTADO DE HIDALGO","PROYECTOS ESTUDIOS Y SERVICIOS EN CIENCIAS E INGENIERÍA AGRÍCOLAS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/3028_CC.pdf,,HIDALGO
3031,FÍSICO,2014,HIDALGO,"INTEGRACIÓN DEL ESTUDIO TÉCNICO JUSTIFICATIVO EN LOS  ACUÍFEROS ÁPAN Y TECOCOMULCO, EN EL ESTADO DE HIDALGO.","INTEGRACIÓN DEL ESTUDIO TÉCNICO JUSTIFICATIVO EN LOS  ACUÍFEROS ÁPAN Y TECOCOMULCO, EN EL ESTADO DE HIDALGO.","GRUPO DAN SERVICIOS DE INGENIERÍA Y CONSTRUCCIONES, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/3031_CC.pdf,,HIDALGO
3032,FÍSICO,2014,HIDALGO,"INTEGRACIÓN DEL ESTUDIO TÉCNICO JUSTIFICATIVO EN LOS  ACUÍFEROS DE MEZTITLÁN Y HUASCA-ZOQUITAL,  EN EL ESTADO DE HIDALGO.","INTEGRACIÓN DEL ESTUDIO TÉCNICO JUSTIFICATIVO EN LOS  ACUÍFEROS DE MEZTITLÁN Y HUASCA-ZOQUITAL,  EN EL ESTADO DE HIDALGO.",SABINFOSISTEM SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/3032_CC.pdf,,HIDALGO
3033,AMBOS,2014,NAYARIT,"ESTUDIO TÉCNICO JUSTIFICATIVO DE LOS ACUÍFEROS (1803) VALLE DE SANTIAGO-SAN BLAS, (1805) VALLE DE COMPOSTELA, (1807) VALLE DE BANDERAS, (1809) VALLE IXTLAN-AHUACATLAN, (1812) VALLE DE SANTA MARIA DEL ORO.
1803 VALLE SANTIAGO - SAN BLAS
1805 VALLE DE COMPOSTELA
1807 VALLE DE BANDERAS
1809 VALLE IXTLÁN - AHUACATLÁN
1810 VALLE AMATLÁN DE CAÑAS
1811 ISLA MADRE (ISLAS MARÍAS)
1812 VALLE DE SANTA MARÍA DEL ORO","ESTUDIO TÉCNICO JUSTIFICATIVO DE LOS ACUÍFEROS (1803) VALLE DE SANTIAGO-SAN BLAS, (1805) VALLE DE COMPOSTELA, (1807) VALLE DE BANDERAS, (1809) VALLE IXTLÁN-AHUACATLÁN, (1812) VALLE DE SANTA MARIA DEL ORO.
TOMO 1 1803 VALLE SANTIAGO - SAN BLAS
TOMO 2 1805 VALLE DE COMPOSTELA
TOMO 3 1807 VALLE DE BANDERAS
TOMO 4 1809 VALLE IXTLÁN - AHUACATLÁN
TOMO 5 1810 VALLE AMATLÁN DE CAÑAS
TOMO 6 1811 ISLA MADRE (ISLAS MARÍAS)
TOMO 7 1812 VALLE DE SANTA MARÍA DEL ORO",UNIVERSIDAD POLITÉCNICA DE HUATUSCO (UPH),COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCLSP-NAY-14-EP-148-RF CC,1,7 FALTA TOMO 6,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/18 NAYARIT/PDF/3033_CC.pdf,,NAYARIT
3037,AMBOS,1988,SONORA,"INFORME DE PROSPECCIÓN GEOFÍSICA Y RESULTADO DE LOS S.E.V. EFECTUADOS EN EL PROYECTO: GRAL. LÁZARO CÁRDENAS, MPIO. DE GUAYMAS, ESTADO DE SONORA","INFORME DE PROSPECCIÓN GEOFÍSICA Y RESULTADO DE LOS S.E.V. EFECTUADOS EN EL PROYECTO: GRAL. LÁZARO CÁRDENAS, MUNICIPIO DE GUAYMAS, ESTADO DE SONORA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3037_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3037_EC.pdf,SONORA
3038,FÍSICO,2014,NUEVO LEÓN,"ESTUDIO DE ACTUALIZACIÓN GEOHIDROLÓGICA DE LOS ACUÍFEROS 1906 ÁREA METROPOLITANA DE MONTERREY; 1912 CITRÍCOLA NORTE, 1916 NAVIDAD POTOSÍ-RAICES.
TOMO 1 1906 ÁREA METROPOLITANA DE MONTERREY
TOMO 2 1912 CITRÍCOLA NORTE
TOMO 3 1916 NAVIDAD POTOSÍ-RAICES
TOMO 4 1906 ÁREA METROPOLITANA DE MONTERREY (DOCUMENTO DE DISPONIBILIDAD)
TOMO 5 1912 CITRÍCOLA NORTE (DOCUMENTO DE DISPONIBILIDAD)
TOMO 6 1916 NAVIDAD POTOSÍ-RAICES (DOCUMENTO DE DISPONIBILIDAD)","ESTUDIO DE ACTUALIZACIÓN GEOHIDROLÓGICA DE LOS ACUÍFEROS 1906 ÁREA METROPOLITANA DE MONTERREY; 1912 CITRÍCOLA NORTE, 1916 NAVIDAD POTOSÍ-RAICES.
TOMO 1 1906 ÁREA METROPOLITANA DE MONTERREY
TOMO 2 1912 CITRÍCOLA NORTE
TOMO 3 1916 NAVIDAD POTOSÍ-RAICES
TOMO 4 1906 ÁREA METROPOLITANA DE MONTERREY (DOCUMENTO DE DISPONIBILIDAD)
TOMO 5 1912 CITRÍCOLA NORTE (DOCUMENTO DE DISPONIBILIDAD)
TOMO 6 1916 NAVIDAD POTOSÍ-RAICES (DOCUMENTO DE DISPONIBILIDAD)","MORO INGENIERÍA, SOCIEDAD CIVIL",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCRB-NL-14-GA3-054-LP,1,6,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/19 NUEVO LEÓN/PDF/3038_CC.pdf,,NUEVO LEÓN
3040,FÍSICO,2014,SINALOA,"INTEGRACIÓN DEL ESTUDIO TÉCNICO JUSTIFICATIVO DE LOS ACUÍFEROS RÍO FUERTE CLAVE 2501, RÍO SINALOA CALVE 2502 Y RÍO SAN LORENZO CLAVE 2505 EN EL ESTADO DE SINALOA
TOMO 1 ACUÍFERO 2501 RÍO FUERTE
TOMO 2 ACUÍFERO 2502 RÍO SINALOA
TOMO 3 ACUÍFERO 2505 RÍO SAN LORENZO
","INTEGRACIÓN DEL ESTUDIO TÉCNICO JUSTIFICATIVO DE LOS ACUÍFEROS RÍO FUERTE CLAVE 2501, RÍO SINALOA CALVE 2502 Y RÍO SAN LORENZO CLAVE 2505 EN EL ESTADO DE SINALOA
TOMO 1 ACUÍFERO 2501 RÍO FUERTE
TOMO 2 ACUÍFERO 2502 RÍO SINALOA
TOMO 3 ACUÍFERO 2505 RÍO SAN LORENZO
","GRUPO DAN SERVICIOS DE INGENIERÍA Y CONSTRUCCIONES, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/25 SINALOA/PDF/3040_CC.pdf,,SINALOA
3041,FÍSICO,2014,CHIAPAS TABASCO,"ESTUDIOS TÉCNICOS JUSTIFICATIVOS PARA EL ORDENAMIENTO EN 15 ACUÍFEROS DE LOS QUE SE SUSPENDIÓ LA CONDICIÓN DE LIBRE ALUMBRAMIENTO, CON DISPONIBILIDAD DE AGUAS SUBTERRÁNEAS, DE LOS CUALES 14 PARCIALMENTE VEDADOS, DEL ORGANISMOS DE CUENCA FRONTERA SUR DE LA CONAGUA, EN LOS ESTADOS DE CHIAPAS Y TABASCO 
TOMO 01: 0701 PALENQUE
TOMO 02: 0704 OCOZOCOAUTLA
TOMO 03: 0707 COMITÁN
TOMO 04: 0708 LA TRINITARIA
TOMO 05: 0709 ACAPETAHUA
TOMO 06: 0710 SOCONUSCO
TOMO 07:0711 ARRIAGA - PIJIJIAPAN
TOMO 08: 0712 SAN CRISTÓBAL DE LAS CASAS
TOMO 09: 0713 MARQUÉS DE COMILLAS
TOMO 10: 0714 CHICOMUSELO
TOMO 11: 0715 OCOSINGO
TOMO 12: 2707 LOS RÍOS
TOMO 13: 2708 BOCA DEL CERRO
TOMO 14: 2701 HUIMANGUILLO
TOMO 15: 2705 LA SIERRA","ESTUDIOS TÉCNICOS JUSTIFICATIVOS PARA EL ORDENAMIENTO EN 15 ACUÍFEROS DE LOS QUE SE SUSPENDIÓ LA CONDICIÓN DE LIBRE ALUMBRAMIENTO, CON DISPONIBILIDAD DE AGUAS SUBTERRÁNEAS, DE LOS CUALES 14 PARCIALMENTE VEDADOS, DEL ORGANISMOS DE CUENCA FRONTERA SUR DE LA CONAGUA, EN LOS ESTADOS DE CHIAPAS Y TABASCO 
TOMO 01: 0701 PALENQUE
TOMO 02: 0704 OCOZOCOAUTLA
TOMO 03: 0707 COMITÁN
TOMO 04: 0708 LA TRINITARIA
TOMO 05: 0709 ACAPETAHUA
TOMO 06: 0710 SOCONUSCO
TOMO 07:0711 ARRIAGA - PIJIJIAPAN
TOMO 08: 0712 SAN CRISTÓBAL DE LAS CASAS
TOMO 09: 0713 MARQUÉS DE COMILLAS
TOMO 10: 0714 CHICOMUSELO
TOMO 11: 0715 OCOSINGO
TOMO 12: 2707 LOS RÍOS
TOMO 13: 2708 BOCA DEL CERRO
TOMO 14: 2701 HUIMANGUILLO
TOMO 15: 2705 LA SIERRA","PROYECTOS, ESTUDIOS Y SERVICIOS EN CIENCIAS E INGENIERÍA AGRÍCOLAS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE (PRESENCIA)",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCFS-CHS-14-130-RF-LP,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/3041_CC.pdf,,CHIAPAS
3044,FÍSICO,1995,SONORA,"DIAGNÓSTICO DE LA CONDICIONES GEOHIDROLÓGICAS DE LA ZONA LOS ALISOS - SANTA CRUZ, NOGALES, SONORA.","DIAGNÓSTICO DE LA CONDICIONES GEOHIDROLÓGICAS DE LA ZONA LOS ALISOS - SANTA CRUZ, NOGALES, SONORA.","SEISMOCONTROL, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3044_CC.pdf,,SONORA
3048,FÍSICO,1987,SONORA,DESARROLLO DE UN MODELO MATEMÁTICO QUE PERMITA LA SIMULACIÓN EN TIEMPO REAL DEL ACUÍFERO DE HERMOSILLO,DESARROLLO DE UN MODELO MATEMÁTICO QUE PERMITA LA SIMULACIÓN EN TIEMPO REAL DEL ACUÍFERO DE HERMOSILLO,XALLI SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),SC-87-600,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3048_CC.pdf,,SONORA
3049,FÍSICO,2013,CHIHUAHUA,"ESTUDIO DE MANEJO INTEGRADO DEL ACUÍFERO DE CUAUHTÉMOC, ESTADO DE CHIHUAHUA.","ESTUDIO DE MANEJO INTEGRADO DEL ACUÍFERO DE CUAUHTÉMOC, ESTADO DE CHIHUAHUA.",URMO INGENIERÍA INTEGRAL,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCRB-CH-13-GAIR-070-RF-CC,1,3,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3049_CC.pdf,,CHIHUAHUA
3052,FÍSICO,2011,MÉXICO,PLAN DE MANEJO DE DEMANDA DE AGUA SUBTERRÁNEA PARA EL ACUÍFERO CUAUTITLÁN-PACHUCA,PLAN DE MANEJO DE DEMANDA DE AGUA SUBTERRÁNEA PARA EL ACUÍFERO CUAUTITLÁN-PACHUCA,INSTITUTO POLITÉCNICO NACIONAL (IPN),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/15 MÉXICO/PDF/3052_CC.pdf,,MÉXICO
3055,FÍSICO,2009,QUERÉTARO,DIAGNÓSTICO DEL ACUÍFERO DE AMAZCALA,DIAGNÓSTICO DEL ACUÍFERO DE AMAZCALA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO (UNAM),COMITÉ TÉCNICO DE AGUAS SUBTERRÁNEAS DEL ACUÍFERO AMAZCALA ASOCIACIÓN CIVIL,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/3055_CC.pdf,,QUERÉTARO
3057,FÍSICO,2010,CIUDAD DE MÉXICO,ESTUDIO DE MANEJO DE DEMANDA DE AGUAS SUBTERRÁNEA PARA EL ACUÍFERO ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO,"ESTUDIO DE MANEJO DE DEMANDA DE AGUAS SUBTERRÁNEA PARA EL ACUÍFERO ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO, DISTRITO FEDERAL, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO","INGENIERÍA Y SISTEMAS, SOCIEDAD ANÓNIMA (INSISA)",DEPARTAMENTO DEL DISTRITO FEDERAL (DDF),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/3057_CC.pdf,,CIUDAD DE MÉXICO
3063,AMBOS,1986,CIUDAD DE MÉXICO,"MANUAL TÉCNICO DE DISEÑO, CONSTRUCCIÓN, OPERACIÓN Y MANTENIMIENTO DE POZOS EN LAS CUENCAS DE MÉXICO Y DEL ALTO LERMA","MANUAL TÉCNICO DE DISEÑO, CONSTRUCCIÓN, OPERACIÓN Y MANTENIMIENTO DE POZOS EN LAS CUENCAS DE MÉXICO Y DEL ALTO LERMA, DISTRITO FEDERAL, CIUDAD DE MÉXICO, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO","INGENIEROS CIVILES HIDRÁULICOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",GOBIERNO DEL DISTRITO FEDERAL,0-07-CO-04-1-0123,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/3063_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/3063_EC.PDF,CIUDAD DE MÉXICO
3067,FÍSICO,2011,BAJA CALIFORNIA,"MODELO NUMÉRICO DE FLUJO PARA LA EVALUACIÓN DE LOS EFECTOS DEL REVESTIMIENTO DEL CTA EN LA ZONA NORTE-ORIENTAL DEL VALLE DE MEXICALI, B. C. (PRIMERA ETAPA)
","MODELO NUMÉRICO DE FLUJO PARA LA EVALUACIÓN DE LOS EFECTOS DEL REVESTIMIENTO DEL CTA EN LA ZONA NORTE-ORIENTAL DEL VALLE DE MEXICALI, B. C. (PRIMERA ETAPA)
",PROYECTO DE FORTALECIMIENTO DEL MANEJO INTEGRADO DEL AGUA (PREMIA),COMISIÓN NACIONAL DEL AGUA (CONAGUA),PREMIA NO. 1705-11/REM/PEX,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/02 BAJA CALIFORNIA/PDF/3067_CC.pdf,,BAJA CALIFORNIA
3071,FÍSICO,2000,CIUDAD DE MÉXICO,ESTUDIO PARA LA ACTUALIZACIÓN DE LA BASE DE DATOS DE MANANTIALES UBICADOS EN LA ZONA PONIENTE Y SUR PONIENTE A CARGO DE LA DIRECCIÓN GENERAL DE CONSTRUCCIÓN Y OPERACIÓN HIDRÁULICA EN EL DISTRITO FEDERAL,"ESTUDIO PARA LA ACTUALIZACIÓN DE LA BASE DE DATOS DE MANANTIALES UBICADOS EN LA ZONA PONIENTE Y SUR PONIENTE A CARGO DE LA DIRECCIÓN GENERAL DE CONSTRUCCIÓN Y OPERACIÓN HIDRÁULICA EN EL DISTRITO FEDERAL, CIUDAD DE MÉXICO, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO","LESSER Y ASOCIADOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-005-PRO-96,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/3071_CC.pdf,,CIUDAD DE MÉXICO
3085,FÍSICO,,HIDALGO,"CENSO DE POZOS DEL VALLE DE MEZQUITAL, ESTADO DE HIDALGO","CENSO DE POZOS DEL VALLE DE MEZQUITAL, ESTADO DE HIDALGO",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/3085_CC.pdf,,HIDALGO
3091,AMBOS,1987,CHIHUAHUA,"ANÁLISIS DEL ESTUDIO GEOHIDROLÓGICO DEL ACUÍFERO DE SAMALAYUCA, CHIHUAHUA. Y DISEÑO DE UNA POLÍTICA DE EXPLOTACIÓN OPTIMA PARA EL ABASTECIMIENTO DE LA CENTRAL TERMOELÉCTRICA DE SAMALAYUCA.","ANÁLISIS DEL ESTUDIO GEOHIDROLÓGICO DEL ACUÍFERO DE SAMALAYUCA, CHIHUAHUA. Y DISEÑO DE UNA POLÍTICA DE EXPLOTACIÓN OPTIMA PARA EL ABASTECIMIENTO DE LA CENTRAL TERMOELÉCTRICA DE SAMALAYUCA.",COMISIÓN FEDERAL DE ELECTRICIDAD (CFE),COMISIÓN FEDERAL DE ELECTRICIDAD (CFE),872009,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3091_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3091_EC.pdf,CHIHUAHUA
3092,AMBOS,2014,CAMPECHE,ESTUDIO GEOHIDROLÓGICO SOBRE LOS EFECTOS DE LA EXPLOTACIÓN DEL AGUA SUBTERRÁNEA EN EL MUNICIPIO DE CHAMPOTÓN EN EL ESTADO DE CAMPECHE,ESTUDIO GEOHIDROLÓGICO SOBRE LOS EFECTOS DE LA EXPLOTACIÓN DEL AGUA SUBTERRÁNEA EN EL MUNICIPIO DE CHAMPOTÓN EN EL ESTADO DE CAMPECHE,GEOEVALUACIONES Y PERFORACIONES SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCPY-CAM-14-27-RF-I3,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/04 CAMPECHE/PDF/3092_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/04 CAMPECHE/PDF/3092_EC.pdf,CAMPECHE
3105,DIGITAL,1985,NAYARIT,"INFORME GEOHIDROLÓGICO DE EXPLORACIÓN GEOFÍSICA Y RESULTADO DE LOS S.E.V. EFECTUADOS EN LA ZONA DE SANTA MARÍA DEL ORO, ESTADO DE NAYARIT","INFORME GEOHIDROLÓGICO DE EXPLORACIÓN GEOFÍSICA Y RESULTADO DE LOS SONDEOS ELÉCTRICOS VERTICALES EFECTUADOS EN LA ZONA DE SANTA MARÍA DEL ORO, ESTADO DE NAYARIT, 1812 VALLE DE SANTA MARIA DEL ORO",,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/18 NAYARIT/PDF/3105_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/18 NAYARIT/PDF/3105_EC.PDF,NAYARIT
3108,FÍSICO,2000,HIDALGO,"REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS DE LOS VALLES DE: MEZQUITAL, APAN, TULANCINGO Y HUICHAPAN-TECOZAUTLA, ESTADO DE HIDALGO","REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS DE LOS VALLES DE: MEZQUITAL, APAN, TULANCINGO Y HUICHAPAN-TECOZAUTLA, ESTADO DE HIDALGO","LESSER Y ASOCIADOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-017-PRO2000,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/3108_CC.pdf,,HIDALGO
3123,FÍSICO,2000,CHIHUAHUA,"PROSPECCIÓN HIDROGEOLÓGICA E HIDROGEOQUÍMICA EN EL BOLSON DE LA MESILLA, CHIHUAHUA. (ZONA DE CONEJOS-MÉDANOS)","PROSPECCIÓN HIDROGEOLÓGICA E HIDROGEOQUÍMICA EN EL BOLSON DE LA MESILLA, CHIHUAHUA. (ZONA DE CONEJOS-MÉDANOS)",,"JUNTA CENTRAL DE AGUA Y SANEAMIENTO, CHIHUAHUA (JMAS)",,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3123_CC.pdf,,CHIHUAHUA
3124,FÍSICO,2000,CHIHUAHUA,"MODELO DE MEZCLA DE AGUA PROVENIENTE DE POZOS DE LA BATERÍA DE CONEJOS-MÉDANOS JUÁREZ, CHIH.","MODELO DE MEZCLA DE AGUA PROVENIENTE DE POZOS DE LA BATERÍA DE CONEJOS-MÉDANOS JUÁREZ, CHIHUAHUA",,"JUNTA CENTRAL DE AGUA Y SANEAMIENTO, CHIHUAHUA (JMAS)",,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3124_CC.pdf,,CHIHUAHUA
3125,FÍSICO,2000,CHIHUAHUA,"PROSPECCIÓN GEOFÍSICA EN LA ZONA DE TERRAZAS, VALLE DE JUÁREZ, MUNICIPIO DE JUÁREZ, CHIHUAHUA.","PROSPECCIÓN GEOFÍSICA EN LA ZONA DE TERRAZAS, VALLE DE JUÁREZ, MUNICIPIO DE JUÁREZ, CHIHUAHUA.",,"JUNTA CENTRAL DE AGUA Y SANEAMIENTO, CHIHUAHUA (JMAS)",,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3125_CC.pdf,,CHIHUAHUA
3128,FÍSICO,2000,MORELOS,"INFORME SOBRE LAS CONDICIONES GEOHIDROLÓGICAS DE LOS VALLES DE ATONGO Y CUENAVACA EN EL ESTADO DE MORELOS
","INFORME SOBRE LAS CONDICIONES GEOHIDROLÓGICAS DE LOS VALLES DE ATONGO Y CUENAVACA EN EL ESTADO DE MORELOS
",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3128_CC.pdf,,MORELOS
3129,FÍSICO,1999,SONORA,"MODELO DE SIMULACIÓN HIDRODINÁMICA DEL ACUÍFERO MESA DEL SERI-LA VICTORIA, SONORA","MODELO DE SIMULACIÓN HIDRODINÁMICA DEL ACUÍFERO MESA DEL SERI-LA VICTORIA, SONORA",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS/99/01,168,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3129_CC.pdf,,SONORA
3136,DIGITAL,1984,QUINTANA ROO,"PROYECTO PARA LA DISPOSICIÓN DE AGUAS TRATADAS EXCEDENTES EN CANCÚN, Q. ROO
","PROYECTO PARA LA DISPOSICIÓN DE AGUAS TRATADAS EXCEDENTES EN CANCÚN, QUINTANA ROO
","LESSER Y ASOCIADOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",FONDO NACIONAL DE FOMENTO AL TURISMO (FONATUR),PS-CCPH-8406/01,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/3136_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/3136_EC.pdf,QUINTANA ROO
3151,AMBOS,1990,GUERRERO OAXACA,"ESTUDIO GEOLÓGICO-ESTRUCTURAL Y DE PROSPECCIÓN GEOHIDROLÓGICA EN LA ZONA DE ZAPOTITLÁN LAGUNAS, ESTADO DE OAXACA","ESTUDIO GEOLÓGICO-ESTRUCTURAL Y DE PROSPECCIÓN GEOHIDROLÓGICA EN LA ZONA DE ZAPOTITLÁN LAGUNAS, ESTADO DE OAXACA","GEOIDE, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),SGAA-89-50,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/20 OAXACA/PDF/3151_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/20 OAXACA/PDF/3151_EC.pdf,OAXACA
3158,FÍSICO,2014,AGUASCALIENTES,ESTUDIO DE LA RECARGA ARTIFICIAL DEL ACUÍFERO VALLE DE AGUASCALIENTES ETAPA 1,ESTUDIO DE LA RECARGA ARTIFICIAL DEL ACUÍFERO 0101 VALLE DE AGUASCALIENTES ETAPA 1,ALPHA,INSTITUTO DEL AGUA DEL ESTADO DE AGUASCALIENTES,,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3158_CC.pdf,,AGUASCALIENTES
3159,FÍSICO,1996,CIUDAD DE MÉXICO MÉXICO,"DISEÑO DE REDES DE MONITOREO DE LOS ACUÍFEROS DE LOS VALLES DE PACHUCA-TIZAYUCA, TEXCOCO, CHALCO-AMECAMECA Y LA CIUDAD DE MÉXICO, EN EL VALLE DE MÉXICO
","DISEÑO DE REDES DE MONITOREO DE LOS ACUÍFEROS DE LOS VALLES DE 1508 CUAUTITLÁN - PACHUCA, TIZAYUCA, 1507 TEXCOCO, 1506 CHALCO - AMECAMECA Y LA CIUDAD DE MÉXICO, EN EL VALLE DE MÉXICO, CIUDAD DE MÉXICO, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO
","CONSULTEC, INGENIEROS ASOCIADOS, SOCIEDAD CIVIL",DEPARTAMENTO DEL DISTRITO FEDERAL (DDF),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/3159_CC.pdf,,CIUDAD DE MÉXICO
